# GENERATED by hc-conformance --write-dataflow-obligations. One row per required CELL of
# docs/dataflow-coverage-plan.md's obligation matrix, built on conformance/interaction-chains.tsv
# (InteractionChainLedger). Every chain gates (see DataflowObligationLedger's own doc comment for
# why the old required*/excluded*-name heuristic was wrong), so cell_kind=McDc contributes the
# floor 4 cells per chain (PresentControl/PresentGatedForm/AbsentControl/AbsentGatedForm).
# cell_kind=ConditionExtension adds the extra MC/DC vectors an MPR-feature gate needs when a real
# fixture's attribute value lists more than one feature id (n conditions need n+1 cases, not a
# fixed 2) -- attributed to the specific fixture that realizes it. cell_kind=Mutator adds a
# MutatorAbsent/MutatorPresent pair per (chain, ObligationMutatorClass) the payload type/writer
# make schema-applicable -- mutator_class names which one; only Overwrite has a corpus detector
# today, the other three are declared-but-unmodelled. status is Satisfied only for a same-word
# PAIR witness (writer AND reader severance both flip one named word -- see
# conformance/interface-witness.tsv); NotSatisfied when the chain is not even structurally
# exercised; Unknown otherwise -- deliberate, not a gap (see this class's own doc comment).
cell_id	writer_element	writer_attribute	payload_type	reader_element	reader_attribute	cell_kind	role	mutator_class	status	evidence
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->MorphologicalInput.requiredMPRFeatures::Mutator:MutatorAbsent:Blocking	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	MorphologicalInput	requiredMPRFeatures	Mutator	MutatorAbsent	Blocking	Unknown	structurally hazardous: languages/fusional-realizational-morphology declares >=2 LexicalEntry sharing a family under the same Stratum (Word.CheckBlocking's family+stratum precondition, Word.cs:475-485); FeatureStruct subsumption and word-level witness of an actual block are not checked here
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->MorphologicalInput.requiredMPRFeatures::Mutator:MutatorPresent:Blocking	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	MorphologicalInput	requiredMPRFeatures	Mutator	MutatorPresent	Blocking	Unknown	structurally hazardous: languages/fusional-realizational-morphology declares >=2 LexicalEntry sharing a family under the same Stratum (Word.CheckBlocking's family+stratum precondition, Word.cs:475-485); FeatureStruct subsumption and word-level witness of an actual block are not checked here
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->MorphologicalInput.requiredMPRFeatures::Mutator:MutatorAbsent:CompoundingNonHeadDrop	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	MorphologicalInput	requiredMPRFeatures	Mutator	MutatorAbsent	CompoundingNonHeadDrop	Unknown	structurally hazardous: languages/fusional-realizational-morphology declares a CompoundingRule -- SynthesisCompoundingRule.ApplySubrule (SynthesisCompoundingRule.cs:236) builds output from the head alone, so the non-head's entire MprFeatureSet is dropped unconditionally whenever this rule applies with the writer's word as non-head; which word actually plays non-head, and word-level witness of the drop, are not checked here
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->MorphologicalInput.requiredMPRFeatures::Mutator:MutatorPresent:CompoundingNonHeadDrop	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	MorphologicalInput	requiredMPRFeatures	Mutator	MutatorPresent	CompoundingNonHeadDrop	Unknown	structurally hazardous: languages/fusional-realizational-morphology declares a CompoundingRule -- SynthesisCompoundingRule.ApplySubrule (SynthesisCompoundingRule.cs:236) builds output from the head alone, so the non-head's entire MprFeatureSet is dropped unconditionally whenever this rule applies with the writer's word as non-head; which word actually plays non-head, and word-level witness of the drop, are not checked here
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->MorphologicalInput.requiredMPRFeatures::Mutator:MutatorAbsent:Overwrite	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	MorphologicalInput	requiredMPRFeatures	Mutator	MutatorAbsent	Overwrite	Unknown	structurally hazardous (conformance/interaction-chains.tsv: an exercising fixture has an overwrite-type MorphologicalPhonologicalRuleFeatureGroup covering the shared id) but word-level witness of the kill itself is not independently checked here
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->MorphologicalInput.requiredMPRFeatures::Mutator:MutatorPresent:Overwrite	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	MorphologicalInput	requiredMPRFeatures	Mutator	MutatorPresent	Overwrite	Unknown	structurally hazardous (conformance/interaction-chains.tsv: an exercising fixture has an overwrite-type MorphologicalPhonologicalRuleFeatureGroup covering the shared id) but word-level witness of the kill itself is not independently checked here
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->PhonologicalSubrule.excludedMPRFeatures::McDc:AbsentControl	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	PhonologicalSubrule	excludedMPRFeatures	McDc	AbsentControl	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->PhonologicalSubrule.excludedMPRFeatures::McDc:AbsentGatedForm	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	PhonologicalSubrule	excludedMPRFeatures	McDc	AbsentGatedForm	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->PhonologicalSubrule.excludedMPRFeatures::McDc:PresentControl	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	PhonologicalSubrule	excludedMPRFeatures	McDc	PresentControl	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->PhonologicalSubrule.excludedMPRFeatures::McDc:PresentGatedForm	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	PhonologicalSubrule	excludedMPRFeatures	McDc	PresentGatedForm	-	Satisfied	paired witness: severing writer and reader both flip 'mbe' from failed to successful parse in languages/suffixing-extension-slot-ordering (conformance/interface-witness.tsv)
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->PhonologicalSubrule.excludedMPRFeatures::Mutator:MutatorAbsent:Blocking	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	PhonologicalSubrule	excludedMPRFeatures	Mutator	MutatorAbsent	Blocking	Unknown	structurally hazardous: languages/suffixing-extension-slot-ordering declares >=2 LexicalEntry sharing a family under the same Stratum (Word.CheckBlocking's family+stratum precondition, Word.cs:475-485); FeatureStruct subsumption and word-level witness of an actual block are not checked here
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->PhonologicalSubrule.excludedMPRFeatures::Mutator:MutatorPresent:Blocking	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	PhonologicalSubrule	excludedMPRFeatures	Mutator	MutatorPresent	Blocking	Unknown	structurally hazardous: languages/suffixing-extension-slot-ordering declares >=2 LexicalEntry sharing a family under the same Stratum (Word.CheckBlocking's family+stratum precondition, Word.cs:475-485); FeatureStruct subsumption and word-level witness of an actual block are not checked here
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->PhonologicalSubrule.excludedMPRFeatures::Mutator:MutatorAbsent:CompoundingNonHeadDrop	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	PhonologicalSubrule	excludedMPRFeatures	Mutator	MutatorAbsent	CompoundingNonHeadDrop	Unknown	no exercising fixture declares a CompoundingRule -- the drop mechanism (SynthesisCompoundingRule.cs:236) cannot fire in any exercising fixture as authored
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->PhonologicalSubrule.excludedMPRFeatures::Mutator:MutatorPresent:CompoundingNonHeadDrop	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	PhonologicalSubrule	excludedMPRFeatures	Mutator	MutatorPresent	CompoundingNonHeadDrop	Unknown	no exercising fixture declares a CompoundingRule -- the drop mechanism (SynthesisCompoundingRule.cs:236) cannot fire in any exercising fixture as authored
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->PhonologicalSubrule.excludedMPRFeatures::Mutator:MutatorAbsent:Overwrite	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	PhonologicalSubrule	excludedMPRFeatures	Mutator	MutatorAbsent	Overwrite	Unknown	no exercising fixture has an overwrite-type MorphologicalPhonologicalRuleFeatureGroup covering the shared id yet
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->PhonologicalSubrule.excludedMPRFeatures::Mutator:MutatorPresent:Overwrite	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	PhonologicalSubrule	excludedMPRFeatures	Mutator	MutatorPresent	Overwrite	Unknown	no exercising fixture has an overwrite-type MorphologicalPhonologicalRuleFeatureGroup covering the shared id yet
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->PhonologicalSubrule.requiredMPRFeatures::McDc:AbsentControl	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	PhonologicalSubrule	requiredMPRFeatures	McDc	AbsentControl	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->PhonologicalSubrule.requiredMPRFeatures::McDc:AbsentGatedForm	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	PhonologicalSubrule	requiredMPRFeatures	McDc	AbsentGatedForm	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->PhonologicalSubrule.requiredMPRFeatures::McDc:PresentControl	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	PhonologicalSubrule	requiredMPRFeatures	McDc	PresentControl	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->PhonologicalSubrule.requiredMPRFeatures::McDc:PresentGatedForm	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	PhonologicalSubrule	requiredMPRFeatures	McDc	PresentGatedForm	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->PhonologicalSubrule.requiredMPRFeatures::Mutator:MutatorAbsent:Blocking	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	PhonologicalSubrule	requiredMPRFeatures	Mutator	MutatorAbsent	Blocking	Unknown	structurally hazardous: languages/suffixing-extension-slot-ordering declares >=2 LexicalEntry sharing a family under the same Stratum (Word.CheckBlocking's family+stratum precondition, Word.cs:475-485); FeatureStruct subsumption and word-level witness of an actual block are not checked here
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->PhonologicalSubrule.requiredMPRFeatures::Mutator:MutatorPresent:Blocking	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	PhonologicalSubrule	requiredMPRFeatures	Mutator	MutatorPresent	Blocking	Unknown	structurally hazardous: languages/suffixing-extension-slot-ordering declares >=2 LexicalEntry sharing a family under the same Stratum (Word.CheckBlocking's family+stratum precondition, Word.cs:475-485); FeatureStruct subsumption and word-level witness of an actual block are not checked here
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->PhonologicalSubrule.requiredMPRFeatures::Mutator:MutatorAbsent:CompoundingNonHeadDrop	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	PhonologicalSubrule	requiredMPRFeatures	Mutator	MutatorAbsent	CompoundingNonHeadDrop	Unknown	no exercising fixture declares a CompoundingRule -- the drop mechanism (SynthesisCompoundingRule.cs:236) cannot fire in any exercising fixture as authored
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->PhonologicalSubrule.requiredMPRFeatures::Mutator:MutatorPresent:CompoundingNonHeadDrop	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	PhonologicalSubrule	requiredMPRFeatures	Mutator	MutatorPresent	CompoundingNonHeadDrop	Unknown	no exercising fixture declares a CompoundingRule -- the drop mechanism (SynthesisCompoundingRule.cs:236) cannot fire in any exercising fixture as authored
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->PhonologicalSubrule.requiredMPRFeatures::Mutator:MutatorAbsent:Overwrite	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	PhonologicalSubrule	requiredMPRFeatures	Mutator	MutatorAbsent	Overwrite	Unknown	structurally hazardous (conformance/interaction-chains.tsv: an exercising fixture has an overwrite-type MorphologicalPhonologicalRuleFeatureGroup covering the shared id) but word-level witness of the kill itself is not independently checked here
MorphologicalPhonologicalRuleFeature::LexicalEntry.ruleFeatures->PhonologicalSubrule.requiredMPRFeatures::Mutator:MutatorPresent:Overwrite	LexicalEntry	ruleFeatures	MorphologicalPhonologicalRuleFeature	PhonologicalSubrule	requiredMPRFeatures	Mutator	MutatorPresent	Overwrite	Unknown	structurally hazardous (conformance/interaction-chains.tsv: an exercising fixture has an overwrite-type MorphologicalPhonologicalRuleFeatureGroup covering the shared id) but word-level witness of the kill itself is not independently checked here
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->CompoundingRule.headProdRestrictionsMprFeatures::McDc:AbsentControl	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	CompoundingRule	headProdRestrictionsMprFeatures	McDc	AbsentControl	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->CompoundingRule.headProdRestrictionsMprFeatures::McDc:AbsentGatedForm	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	CompoundingRule	headProdRestrictionsMprFeatures	McDc	AbsentGatedForm	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->CompoundingRule.headProdRestrictionsMprFeatures::McDc:PresentControl	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	CompoundingRule	headProdRestrictionsMprFeatures	McDc	PresentControl	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->CompoundingRule.headProdRestrictionsMprFeatures::McDc:PresentGatedForm	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	CompoundingRule	headProdRestrictionsMprFeatures	McDc	PresentGatedForm	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->CompoundingRule.headProdRestrictionsMprFeatures::Mutator:MutatorAbsent:Blocking	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	CompoundingRule	headProdRestrictionsMprFeatures	Mutator	MutatorAbsent	Blocking	Unknown	structurally hazardous: languages/fusional-realizational-morphology declares >=2 LexicalEntry sharing a family under the same Stratum (Word.CheckBlocking's family+stratum precondition, Word.cs:475-485); FeatureStruct subsumption and word-level witness of an actual block are not checked here
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->CompoundingRule.headProdRestrictionsMprFeatures::Mutator:MutatorPresent:Blocking	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	CompoundingRule	headProdRestrictionsMprFeatures	Mutator	MutatorPresent	Blocking	Unknown	structurally hazardous: languages/fusional-realizational-morphology declares >=2 LexicalEntry sharing a family under the same Stratum (Word.CheckBlocking's family+stratum precondition, Word.cs:475-485); FeatureStruct subsumption and word-level witness of an actual block are not checked here
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->CompoundingRule.headProdRestrictionsMprFeatures::Mutator:MutatorAbsent:Overwrite	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	CompoundingRule	headProdRestrictionsMprFeatures	Mutator	MutatorAbsent	Overwrite	Unknown	no exercising fixture has an overwrite-type MorphologicalPhonologicalRuleFeatureGroup covering the shared id yet
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->CompoundingRule.headProdRestrictionsMprFeatures::Mutator:MutatorPresent:Overwrite	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	CompoundingRule	headProdRestrictionsMprFeatures	Mutator	MutatorPresent	Overwrite	Unknown	no exercising fixture has an overwrite-type MorphologicalPhonologicalRuleFeatureGroup covering the shared id yet
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->CompoundingRule.nonHeadProdRestrictionsMprFeatures::McDc:AbsentControl	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	CompoundingRule	nonHeadProdRestrictionsMprFeatures	McDc	AbsentControl	-	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->CompoundingRule.nonHeadProdRestrictionsMprFeatures::McDc:AbsentGatedForm	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	CompoundingRule	nonHeadProdRestrictionsMprFeatures	McDc	AbsentGatedForm	-	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->CompoundingRule.nonHeadProdRestrictionsMprFeatures::McDc:PresentControl	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	CompoundingRule	nonHeadProdRestrictionsMprFeatures	McDc	PresentControl	-	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->CompoundingRule.nonHeadProdRestrictionsMprFeatures::McDc:PresentGatedForm	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	CompoundingRule	nonHeadProdRestrictionsMprFeatures	McDc	PresentGatedForm	-	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->CompoundingRule.nonHeadProdRestrictionsMprFeatures::Mutator:MutatorAbsent:Blocking	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	CompoundingRule	nonHeadProdRestrictionsMprFeatures	Mutator	MutatorAbsent	Blocking	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->CompoundingRule.nonHeadProdRestrictionsMprFeatures::Mutator:MutatorPresent:Blocking	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	CompoundingRule	nonHeadProdRestrictionsMprFeatures	Mutator	MutatorPresent	Blocking	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->CompoundingRule.nonHeadProdRestrictionsMprFeatures::Mutator:MutatorAbsent:Overwrite	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	CompoundingRule	nonHeadProdRestrictionsMprFeatures	Mutator	MutatorAbsent	Overwrite	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->CompoundingRule.nonHeadProdRestrictionsMprFeatures::Mutator:MutatorPresent:Overwrite	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	CompoundingRule	nonHeadProdRestrictionsMprFeatures	Mutator	MutatorPresent	Overwrite	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->HeadMorphologicalInput.excludedMPRFeatures::McDc:AbsentControl	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	HeadMorphologicalInput	excludedMPRFeatures	McDc	AbsentControl	-	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->HeadMorphologicalInput.excludedMPRFeatures::McDc:AbsentGatedForm	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	HeadMorphologicalInput	excludedMPRFeatures	McDc	AbsentGatedForm	-	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->HeadMorphologicalInput.excludedMPRFeatures::McDc:PresentControl	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	HeadMorphologicalInput	excludedMPRFeatures	McDc	PresentControl	-	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->HeadMorphologicalInput.excludedMPRFeatures::McDc:PresentGatedForm	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	HeadMorphologicalInput	excludedMPRFeatures	McDc	PresentGatedForm	-	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->HeadMorphologicalInput.excludedMPRFeatures::Mutator:MutatorAbsent:Blocking	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	HeadMorphologicalInput	excludedMPRFeatures	Mutator	MutatorAbsent	Blocking	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->HeadMorphologicalInput.excludedMPRFeatures::Mutator:MutatorPresent:Blocking	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	HeadMorphologicalInput	excludedMPRFeatures	Mutator	MutatorPresent	Blocking	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->HeadMorphologicalInput.excludedMPRFeatures::Mutator:MutatorAbsent:Overwrite	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	HeadMorphologicalInput	excludedMPRFeatures	Mutator	MutatorAbsent	Overwrite	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->HeadMorphologicalInput.excludedMPRFeatures::Mutator:MutatorPresent:Overwrite	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	HeadMorphologicalInput	excludedMPRFeatures	Mutator	MutatorPresent	Overwrite	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->HeadMorphologicalInput.requiredMPRFeatures::McDc:AbsentControl	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	HeadMorphologicalInput	requiredMPRFeatures	McDc	AbsentControl	-	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->HeadMorphologicalInput.requiredMPRFeatures::McDc:AbsentGatedForm	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	HeadMorphologicalInput	requiredMPRFeatures	McDc	AbsentGatedForm	-	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->HeadMorphologicalInput.requiredMPRFeatures::McDc:PresentControl	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	HeadMorphologicalInput	requiredMPRFeatures	McDc	PresentControl	-	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->HeadMorphologicalInput.requiredMPRFeatures::McDc:PresentGatedForm	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	HeadMorphologicalInput	requiredMPRFeatures	McDc	PresentGatedForm	-	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->HeadMorphologicalInput.requiredMPRFeatures::Mutator:MutatorAbsent:Blocking	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	HeadMorphologicalInput	requiredMPRFeatures	Mutator	MutatorAbsent	Blocking	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->HeadMorphologicalInput.requiredMPRFeatures::Mutator:MutatorPresent:Blocking	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	HeadMorphologicalInput	requiredMPRFeatures	Mutator	MutatorPresent	Blocking	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->HeadMorphologicalInput.requiredMPRFeatures::Mutator:MutatorAbsent:Overwrite	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	HeadMorphologicalInput	requiredMPRFeatures	Mutator	MutatorAbsent	Overwrite	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->HeadMorphologicalInput.requiredMPRFeatures::Mutator:MutatorPresent:Overwrite	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	HeadMorphologicalInput	requiredMPRFeatures	Mutator	MutatorPresent	Overwrite	NotSatisfied	chain unexercised: no fixture sets writer and reader to a shared id (conformance/interaction-chains.tsv)
MorphologicalPhonologicalRuleFeature::MorphologicalOutput.MPRFeatures->MorphologicalInput.excludedMPRFeatures::McDc:AbsentControl	MorphologicalOutput	MPRFeatures	MorphologicalPhonologicalRuleFeature	MorphologicalInput	excludedMPRFeatures	McDc	AbsentControl	-	Unknown	chain exercised (conformance/interaction-chains.tsv) but no same-word paired severance witness (writer+reader both Evidenced on the same example word in conformance/interface-witness.tsv) was found for this arm
